SubID,Include,Exclusion_reason,Counting,Task,Trial,response,scorenotes,accuracy
BABSYN438,1,NA,yes,Backward,5to1,"5, 4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN438,1,NA,yes,Backward,7to3,"7, 6, 5, 4, 3",Counted all #'s in correct order,1
BABSYN438,1,NA,yes,Backward,8to4,"8, 7, 6, 5, 4",Counted all #'s in correct order,1
BABSYN438,1,NA,yes,Forward,18to21,"18, 17, 16,",NA,0
BABSYN438,1,NA,yes,Forward,21to24,"21, 22, 23, 24",Counted all #'s in correct order,1
BABSYN438,1,NA,yes,Forward,35to39,"35, 36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN438,1,NA,yes,Forward,4to9,"4, 5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN438,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN438,1,NA,yes,Forward,6to12,"6, 7, 8, 9, 10, 11, 12",Counted all #'s in correct order,1
BABSYN438,1,NA,yes,next,target23,24,NA,1
BABSYN438,1,NA,yes,next,target29,30,NA,1
BABSYN438,1,NA,yes,next,target37,38,NA,1
BABSYN438,1,NA,yes,next,target40,41,NA,1
BABSYN438,1,NA,yes,next,target59,90,NA,0
BABSYN438,1,NA,yes,next,target62,63,NA,1
BABSYN438,1,NA,yes,next,target70,71,NA,1
BABSYN438,1,NA,yes,next,target86,87,NA,1
BABSYN438,1,NA,yes,skip,by10s,"10, 20, 30, 40, 50",Counted all #'s in correct order?,1
BABSYN438,1,NA,yes,skip,by2s,"2, 4, 5, 6, 7,",NA,0
BABSYN438,1,NA,yes,skip,by5s,"5, 10, 11, 12",NA,0
BABSYN439,1,NA,yes,Backward,13to9,"13, 12, 11, 10, 9",Counted all #'s in correct order,1
BABSYN439,1,NA,yes,Backward,18to14,"18, 17, 16, 15, 14",Counted all #'s in correct order,1
BABSYN439,1,NA,yes,Backward,26to22,"26, 25, 24, 23, 21",NA,0
BABSYN439,1,NA,yes,Backward,5to1,"5, 4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN439,1,NA,yes,Backward,7to3,"7, 6, 5, 4, 3",Counted all #'s in correct order,1
BABSYN439,1,NA,yes,Backward,8to4,"8, 7, 6, 5, 4",Counted all #'s in correct order,1
BABSYN439,1,NA,yes,Forward,18to21,"18, 19, 20, 21",Counted all #'s in correct order,1
BABSYN439,1,NA,yes,Forward,21to24,"21, 22, 23, 24",Counted all #'s in correct order,1
BABSYN439,1,NA,yes,Forward,35to39,"35, 36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN439,1,NA,yes,Forward,4to9,"4, 5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN439,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN439,1,NA,yes,Forward,6to12,"6, 7, 8, 9, 10, 11, 12",Counted all #'s in correct order,1
BABSYN439,1,NA,yes,next,target23,24,NA,1
BABSYN439,1,NA,yes,next,target29,30,NA,1
BABSYN439,1,NA,yes,next,target37,38,NA,1
BABSYN439,1,NA,yes,next,target40,41,NA,1
BABSYN439,1,NA,yes,next,target59,60,NA,1
BABSYN439,1,NA,yes,next,target62,63,NA,1
BABSYN439,1,NA,yes,next,target70,71,NA,1
BABSYN439,1,NA,yes,next,target86,87,NA,1
BABSYN439,1,NA,yes,skip,by10s,"10, 20, 30, 40, 50",Counted all #'s in correct order?,1
BABSYN439,1,NA,yes,skip,by2s,"2, 4, 5, 6, 7, 8, 9, 10",NA,0
BABSYN439,1,NA,yes,skip,by5s,"5, 10, 20, 30, 40",NA,0
BABSYN440,1,NA,yes,Backward,13to9,"11, 12, 11, 10, 9",NA,0
BABSYN440,1,NA,yes,Backward,18to14,"16, 15, 16, 15, 16, 15, 14",NA,0
BABSYN440,1,NA,yes,Backward,26to22,"6, 7, 8, 9, 5, 4, 3, 2, 1",NA,0
BABSYN440,1,NA,yes,Backward,5to1,"3, 2, 1",Counted all #'s in correct order,1
BABSYN440,1,NA,yes,Backward,7to3,"5, 4, 3",Counted all #'s in correct order,1
BABSYN440,1,NA,yes,Backward,8to4,"8, 6, 5, 4,",NA,0
BABSYN440,1,NA,yes,Forward,18to21,"18, 19, 20, 21",Counted all #'s in correct order,1
BABSYN440,1,NA,yes,Forward,21to24,"21, 22, 23, 24",Counted all #'s in correct order,1
BABSYN440,1,NA,yes,Forward,35to39,"35, 36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN440,1,NA,yes,Forward,4to9,"4, 5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN440,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN440,1,NA,yes,Forward,6to12,"6, 5, 7, 8, 9, 10, 11, 12",NA,0
BABSYN440,1,NA,yes,next,target23,24,NA,1
BABSYN440,1,NA,yes,next,target29,30,NA,1
BABSYN440,1,NA,yes,next,target37,38,NA,1
BABSYN440,1,NA,yes,next,target40,41,NA,1
BABSYN440,1,NA,yes,next,target59,60,NA,1
BABSYN440,1,NA,yes,next,target62,63,NA,1
BABSYN440,1,NA,yes,next,target70,71,NA,1
BABSYN440,1,NA,yes,next,target86,87,NA,1
BABSYN440,1,NA,yes,skip,by10s,"5, 10, 20, 30, 40, 50",NA,0
BABSYN440,1,NA,yes,skip,by2s,"5, 6, 7, 8, 9 10, 20",NA,0
BABSYN440,1,NA,yes,skip,by5s,"20, 30, 40, 50",NA,0
BABSYN441,1,NA,yes,Backward,13to9,"13, 12,",NA,0
BABSYN441,1,NA,yes,Backward,18to14,"18, 17, 16, 15, 14",Counted all #'s in correct order,1
BABSYN441,1,NA,yes,Backward,26to22,"26, 25, 24, 23, 21",NA,0
BABSYN441,1,NA,yes,Backward,5to1,"5, 4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN441,1,NA,yes,Backward,7to3,"7, 6, 5, 4, 3",Counted all #'s in correct order,1
BABSYN441,1,NA,yes,Backward,8to4,"8, 7, 6, 5, 4",Counted all #'s in correct order,1
BABSYN441,1,NA,yes,Forward,18to21,"18, 19, 20, 21",Counted all #'s in correct order,1
BABSYN441,1,NA,yes,Forward,21to24,"21, 22, 23, 24",Counted all #'s in correct order,1
BABSYN441,1,NA,yes,Forward,35to39,"35, 36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN441,1,NA,yes,Forward,4to9,"4, 5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN441,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN441,1,NA,yes,Forward,6to12,"6, 7, 8, 9, 10, 11, 12",Counted all #'s in correct order,1
BABSYN441,1,NA,yes,next,target23,24,NA,1
BABSYN441,1,NA,yes,next,target29,30,NA,1
BABSYN441,1,NA,yes,next,target37,38,NA,1
BABSYN441,1,NA,yes,next,target40,41,NA,1
BABSYN441,1,NA,yes,next,target59,60,NA,1
BABSYN441,1,NA,yes,next,target62,63,NA,1
BABSYN441,1,NA,yes,next,target70,71,NA,1
BABSYN441,1,NA,yes,next,target86,87,NA,1
BABSYN441,1,NA,yes,skip,by10s,"10, 20, 30, 40, 50",Counted all #'s in correct order?,1
BABSYN441,1,NA,yes,skip,by2s,"2, 4, 3, 1",NA,0
BABSYN441,1,NA,yes,skip,by5s,"5, 10, 15, 20, 25",Counted all #'s in correct order?,1
BABSYN442,1,NA,yes,Backward,13to9,"13-1, 12, IDK",NA,0
BABSYN442,1,NA,yes,Backward,18to14,"18, 17, 16, 15, 14",Counted all #'s in correct order,1
BABSYN442,1,NA,yes,Backward,26to22,"26, 25, 27, 28",NA,0
BABSYN442,1,NA,yes,Backward,5to1,"5, 4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN442,1,NA,yes,Backward,7to3,"7, 6, 5, 4, 3",Counted all #'s in correct order,1
BABSYN442,1,NA,yes,Backward,8to4,"8, 7, 6, 5, 4",Counted all #'s in correct order,1
BABSYN442,1,NA,yes,Forward,18to21,"18, 19, 18-1",NA,0
BABSYN442,1,NA,yes,Forward,21to24,"21, 22, 23, 24",Counted all #'s in correct order,1
BABSYN442,1,NA,yes,Forward,35to39,"35, 36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN442,1,NA,yes,Forward,4to9,"4, 5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN442,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN442,1,NA,yes,Forward,6to12,"6, 7, 8, 9, 10, 11, 12",Counted all #'s in correct order,1
BABSYN442,1,NA,yes,next,target23,24,NA,1
BABSYN442,1,NA,yes,next,target29,27,NA,0
BABSYN442,1,NA,yes,next,target37,38,NA,1
BABSYN442,1,NA,yes,next,target40,45,NA,0
BABSYN442,1,NA,yes,next,target59,50,NA,0
BABSYN442,1,NA,yes,next,target62,63,NA,1
BABSYN442,1,NA,yes,next,target70,71,NA,1
BABSYN442,1,NA,yes,next,target86,87,NA,1
BABSYN442,1,NA,yes,skip,by10s,"10, 20, 21, 22",NA,0
BABSYN442,1,NA,yes,skip,by2s,"2, 4,",NA,0
BABSYN442,1,NA,yes,skip,by5s,"10, 11,",NA,0
BABSYN443,1,NA,yes,Backward,13to9,"13, dk",NA,0
BABSYN443,1,NA,yes,Backward,18to14,dk,NA,0
BABSYN443,1,NA,yes,Backward,26to22,"26, dk",NA,0
BABSYN443,1,NA,yes,Backward,5to1,"5, 4, 3, dk",NA,0
BABSYN443,1,NA,yes,Backward,7to3,"7, 6,",NA,0
BABSYN443,1,NA,yes,Backward,8to4,"8, 7, dk",NA,0
BABSYN443,1,NA,yes,Forward,18to21,"18, 7,",NA,0
BABSYN443,1,NA,yes,Forward,21to24,"21, 91, 30",NA,0
BABSYN443,1,NA,yes,Forward,35to39,"35, 30",NA,0
BABSYN443,1,NA,yes,Forward,4to9,"4, 5, 4, 5,",NA,0
BABSYN443,1,NA,yes,Forward,5to7,"5,",NA,0
BABSYN443,1,NA,yes,Forward,6to12,"6, 80",NA,0
BABSYN443,1,NA,yes,next,target23,25,NA,0
BABSYN443,1,NA,yes,next,target29,20-10,NA,0
BABSYN443,1,NA,yes,next,target37,21,NA,0
BABSYN443,1,NA,yes,next,target40,45,NA,0
BABSYN443,1,NA,yes,next,target59,57,NA,0
BABSYN443,1,NA,yes,next,target62,65,NA,0
BABSYN443,1,NA,yes,next,target70,78,NA,0
BABSYN443,1,NA,yes,next,target86,87,NA,1
BABSYN443,1,NA,yes,skip,by10s,"20, dk",NA,0
BABSYN443,1,NA,yes,skip,by2s,"2, 4, dk",NA,0
BABSYN443,1,NA,yes,skip,by5s,"5, 20, dk",NA,0
BABSYN444,1,NA,yes,Backward,13to9,"13, 12, 11, 10, 9",Counted all #'s in correct order,1
BABSYN444,1,NA,yes,Backward,18to14,"16, - interference...",NA,0
BABSYN444,1,NA,yes,Backward,26to22,"24, 23, 22",Counted all #'s in correct order,1
BABSYN444,1,NA,yes,Backward,5to1,"4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN444,1,NA,yes,Backward,7to3,"5, 4, 3",Counted all #'s in correct order,1
BABSYN444,1,NA,yes,Backward,8to4,"8, 7, 6, 5, 4",Counted all #'s in correct order,1
BABSYN444,1,NA,yes,Forward,18to21,"18, 19, 20, 21",Counted all #'s in correct order,1
BABSYN444,1,NA,yes,Forward,21to24,"21, 22, 23, 24",Counted all #'s in correct order,1
BABSYN444,1,NA,yes,Forward,35to39,"35, 36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN444,1,NA,yes,Forward,4to9,"4, 5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN444,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN444,1,NA,yes,Forward,6to12,"6, 7, 8, 9, 10, 11, 12",Counted all #'s in correct order,1
BABSYN444,1,NA,yes,next,target23,24,NA,1
BABSYN444,1,NA,yes,next,target29,30,NA,1
BABSYN444,1,NA,yes,next,target37,38,NA,1
BABSYN444,1,NA,yes,next,target40,41,NA,1
BABSYN444,1,NA,yes,next,target59,60,NA,1
BABSYN444,1,NA,yes,next,target62,63,NA,1
BABSYN444,1,NA,yes,next,target70,71,NA,1
BABSYN444,1,NA,yes,next,target86,87,NA,1
BABSYN444,1,NA,yes,skip,by10s,"10, 20, 21, 29",NA,0
BABSYN444,1,NA,yes,skip,by2s,"2, 4, 6, 10, 14",NA,0
BABSYN444,1,NA,yes,skip,by5s,"5, 10, 18",NA,0
BABSYN445,1,NA,yes,Backward,13to9,"12, 11, 10, 9",Counted all #'s in correct order,1
BABSYN445,1,NA,yes,Backward,18to14,"16, 15, 14",Counted all #'s in correct order,1
BABSYN445,1,NA,yes,Backward,26to22,"25, 24, 23, 22",Counted all #'s in correct order,1
BABSYN445,1,NA,yes,Backward,5to1,"5, 4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN445,1,NA,yes,Backward,7to3,"5, 4, 3",Counted all #'s in correct order,1
BABSYN445,1,NA,yes,Backward,8to4,"7, 6, 5, 4",Counted all #'s in correct order,1
BABSYN445,1,NA,yes,Forward,18to21,"19, 20, 21",Counted all #'s in correct order,1
BABSYN445,1,NA,yes,Forward,21to24,"22, 23, 24",Counted all #'s in correct order,1
BABSYN445,1,NA,yes,Forward,35to39,"35, 36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN445,1,NA,yes,Forward,4to9,"4, 5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN445,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN445,1,NA,yes,Forward,6to12,"6, 7, 8, 9, 10, 11, 12",Counted all #'s in correct order,1
BABSYN445,1,NA,yes,next,target23,24,NA,1
BABSYN445,1,NA,yes,next,target29,30,NA,1
BABSYN445,1,NA,yes,next,target37,38,NA,1
BABSYN445,1,NA,yes,next,target40,41,NA,1
BABSYN445,1,NA,yes,next,target59,60,NA,1
BABSYN445,1,NA,yes,next,target62,63,NA,1
BABSYN445,1,NA,yes,next,target70,71,NA,1
BABSYN445,1,NA,yes,next,target86,87,NA,1
BABSYN445,1,NA,yes,skip,by10s,"30, 40, 50",Counted all #'s in correct order?,1
BABSYN445,1,NA,yes,skip,by2s,"2, 4, 6, 8, 10",Counted all #'s in correct order?,1
BABSYN445,1,NA,yes,skip,by5s,"15, 20, 25",Counted all #'s in correct order?,1
BABSYN446,1,NA,yes,Backward,13to9,"13, 12, 11, 10, 9",Counted all #'s in correct order,1
BABSYN446,1,NA,yes,Backward,18to14,"17, 16, 15, 14",Counted all #'s in correct order,1
BABSYN446,1,NA,yes,Backward,26to22,"26, 25, 24, 23, 22",Counted all #'s in correct order,1
BABSYN446,1,NA,yes,Backward,5to1,"3, 2, 1",Counted all #'s in correct order,1
BABSYN446,1,NA,yes,Backward,7to3,"7, 6, 5, 4, 3",Counted all #'s in correct order,1
BABSYN446,1,NA,yes,Backward,8to4,"7, 6, 5, 4",Counted all #'s in correct order,1
BABSYN446,1,NA,yes,Forward,18to21,"19, 20, 21",Counted all #'s in correct order,1
BABSYN446,1,NA,yes,Forward,21to24,"22, 23, 24",Counted all #'s in correct order,1
BABSYN446,1,NA,yes,Forward,35to39,"36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN446,1,NA,yes,Forward,4to9,"5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN446,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN446,1,NA,yes,Forward,6to12,"7, 8, 9, 10, 11, 12",Counted all #'s in correct order,1
BABSYN446,1,NA,yes,next,target23,24,NA,1
BABSYN446,1,NA,yes,next,target29,30,NA,1
BABSYN446,1,NA,yes,next,target37,38,NA,1
BABSYN446,1,NA,yes,next,target40,41,NA,1
BABSYN446,1,NA,yes,next,target59,60,NA,1
BABSYN446,1,NA,yes,next,target62,63,NA,1
BABSYN446,1,NA,yes,next,target70,71,NA,1
BABSYN446,1,NA,yes,next,target86,87,NA,1
BABSYN446,1,NA,yes,skip,by10s,"10, 20, 30, 40, 50",Counted all #'s in correct order?,1
BABSYN446,1,NA,yes,skip,by2s,"2, 4, 6, 8, 10",Counted all #'s in correct order?,1
BABSYN446,1,NA,yes,skip,by5s,"5, 10, 15, 20, 25",Counted all #'s in correct order?,1
BABSYN447,1,NA,yes,Backward,13to9,"12, 11, 10, dk",NA,0
BABSYN447,1,NA,yes,Backward,18to14,"18, 17, 16, 14",NA,0
BABSYN447,1,NA,yes,Backward,26to22,"24, 23, 22",Counted all #'s in correct order,1
BABSYN447,1,NA,yes,Backward,5to1,"4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN447,1,NA,yes,Backward,7to3,"7, 6, 5, 4, 3",Counted all #'s in correct order,1
BABSYN447,1,NA,yes,Backward,8to4,"8, 7, 6, 5, 4",Counted all #'s in correct order,1
BABSYN447,1,NA,yes,Forward,18to21,"18, 17, 10",NA,0
BABSYN447,1,NA,yes,Forward,21to24,"21, 22, 23, 24",Counted all #'s in correct order,1
BABSYN447,1,NA,yes,Forward,35to39,"35, 36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN447,1,NA,yes,Forward,4to9,"4, 5, 3, 6, 7, 8, 9",NA,0
BABSYN447,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN447,1,NA,yes,Forward,6to12,"6, 7, 8, 9, 10, 11, 12",Counted all #'s in correct order,1
BABSYN447,1,NA,yes,next,target23,24,NA,1
BABSYN447,1,NA,yes,next,target29,20-10,NA,0
BABSYN447,1,NA,yes,next,target37,38,NA,1
BABSYN447,1,NA,yes,next,target40,41,NA,1
BABSYN447,1,NA,yes,next,target59,50-10,NA,0
BABSYN447,1,NA,yes,next,target62,63,NA,1
BABSYN447,1,NA,yes,next,target70,78,NA,0
BABSYN447,1,NA,yes,next,target86,87,NA,1
BABSYN447,1,NA,yes,skip,by10s,"10, 20, 10, 20, dk",NA,0
BABSYN447,1,NA,yes,skip,by2s,"2, 4, 5, 6, 8,",NA,0
BABSYN447,1,NA,yes,skip,by5s,"5, 10, 20,",NA,0
BABSYN448,1,NA,yes,Backward,13to9,"13, 12, 11, 10, 9",Counted all #'s in correct order,1
BABSYN448,1,NA,yes,Backward,18to14,"18, 17, 16, 15, 14",Counted all #'s in correct order,1
BABSYN448,1,NA,yes,Backward,26to22,"26, 25, 24, 23, 22",Counted all #'s in correct order,1
BABSYN448,1,NA,yes,Backward,5to1,"5, 4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN448,1,NA,yes,Backward,7to3,"7, 6, 5, 4, 3",Counted all #'s in correct order,1
BABSYN448,1,NA,yes,Backward,8to4,"8, 7, 6, 5, 4",Counted all #'s in correct order,1
BABSYN448,1,NA,yes,Forward,18to21,"81, 82, 83, 84",NA,0
BABSYN448,1,NA,yes,Forward,21to24,"22, 23, 24",Counted all #'s in correct order,1
BABSYN448,1,NA,yes,Forward,35to39,"36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN448,1,NA,yes,Forward,4to9,"5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN448,1,NA,yes,Forward,5to7,"6, 7, 8",Counted all #'s in correct order,1
BABSYN448,1,NA,yes,Forward,6to12,"7, 8, 9, 10, 11, 12",Counted all #'s in correct order,1
BABSYN448,1,NA,yes,next,target23,24,NA,1
BABSYN448,1,NA,yes,next,target29,20,NA,0
BABSYN448,1,NA,yes,next,target37,38,NA,1
BABSYN448,1,NA,yes,next,target40,41,NA,1
BABSYN448,1,NA,yes,next,target59,60,NA,1
BABSYN448,1,NA,yes,next,target62,63,NA,1
BABSYN448,1,NA,yes,next,target70,71,NA,1
BABSYN448,1,NA,yes,next,target86,87,NA,1
BABSYN448,1,NA,yes,skip,by10s,"10, 20, 30, 40, 50",Counted all #'s in correct order?,1
BABSYN448,1,NA,yes,skip,by2s,"2, 4, 5, 6, 7, 8, 9, 10",NA,0
BABSYN448,1,NA,yes,skip,by5s,"5, 4, 3, 2, 1",NA,0
BABSYN449,1,NA,yes,Backward,13to9,"11, 10, 9",Counted all #'s in correct order,1
BABSYN449,1,NA,yes,Backward,18to14,"16, 15, 14",Counted all #'s in correct order,1
BABSYN449,1,NA,yes,Backward,26to22,"24, 23, 22",Counted all #'s in correct order,1
BABSYN449,1,NA,yes,Backward,5to1,"3, 2, 1",Counted all #'s in correct order,1
BABSYN449,1,NA,yes,Backward,7to3,"5, 4, 3",Counted all #'s in correct order,1
BABSYN449,1,NA,yes,Backward,8to4,"6, 5, 4",Counted all #'s in correct order,1
BABSYN449,1,NA,yes,Forward,18to21,"18, 19, 20, 21",Counted all #'s in correct order,1
BABSYN449,1,NA,yes,Forward,21to24,"21, 22, 23, 24",Counted all #'s in correct order,1
BABSYN449,1,NA,yes,Forward,35to39,"35, 36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN449,1,NA,yes,Forward,4to9,"4, 5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN449,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN449,1,NA,yes,Forward,6to12,"6, 7, 8, 9, 10, 11, 12",Counted all #'s in correct order,1
BABSYN449,1,NA,yes,next,target23,24,NA,1
BABSYN449,1,NA,yes,next,target29,30,NA,1
BABSYN449,1,NA,yes,next,target37,38,NA,1
BABSYN449,1,NA,yes,next,target40,41,NA,1
BABSYN449,1,NA,yes,next,target59,60,NA,1
BABSYN449,1,NA,yes,next,target62,63,NA,1
BABSYN449,1,NA,yes,next,target70,78,NA,0
BABSYN449,1,NA,yes,next,target86,87,NA,1
BABSYN449,1,NA,yes,skip,by10s,"30, 40, 50",Counted all #'s in correct order?,1
BABSYN449,1,NA,yes,skip,by2s,"6, 8, 10",Counted all #'s in correct order?,1
BABSYN449,1,NA,yes,skip,by5s,"15, 25",NA,0
BABSYN450,1,NA,no,Backward,13to9,NA,NA,NA
BABSYN450,1,NA,no,Backward,18to14,NA,NA,NA
BABSYN450,1,NA,no,Backward,26to22,NA,NA,NA
BABSYN450,1,NA,no,Backward,5to1,NA,NA,NA
BABSYN450,1,NA,no,Backward,7to3,NA,NA,NA
BABSYN450,1,NA,no,Backward,8to4,NA,NA,NA
BABSYN450,1,NA,no,Forward,18to21,NA,NA,NA
BABSYN450,1,NA,no,Forward,21to24,NA,NA,NA
BABSYN450,1,NA,no,Forward,35to39,NA,NA,NA
BABSYN450,1,NA,no,Forward,4to9,NA,NA,NA
BABSYN450,1,NA,no,Forward,5to7,NA,NA,NA
BABSYN450,1,NA,no,Forward,6to12,NA,NA,NA
BABSYN450,1,NA,no,next,target23,24,NA,NA
